transaction_id,customer_id,product_id,store_id,timestamp,ts_str,ts_tz,quantity,amount,amount_str,discount_pct,discount_str,payment_method,status,device,channel,hi_value_flag
172,79,14,19,2024-11-03 09:58:58,03/11/2024 09:58,2024-11-03T09:58:58-05:00,5,760.1,$760.10,0,0%,card,completed,android,mobile,1
173,218,62,10,2025-06-05 17:12:47,2025/06/05 17:12,2025-06-05T17:12:47-05:00,1,226.66,$226.66,5,5%,wallet,completed,web,desktop,0
174,219,49,12,2024-12-21 03:17:01,2024/12/21 03:17,2024-12-21T03:17:01-05:00,3,413.51,$413.51,5,5%,cash,completed,ios,mobile,0
175,166,22,11,2024-02-26 08:18:06,2024-02-26 08:18:06,2024-02-26T08:18:06-05:00,3,239.83,$239.83,25,25%,card,completed,ios,mobile,0
176,84,66,2,2024-12-21 23:03:40,2024-12-21T23:03:40,2024-12-21T23:03:40-05:00,3,120.09,$120.09,5,5%,card,completed,ios,mobile,0
177,100,59,2,2025-03-13 06:57:43,2025-03-13 06:57:43,2025-03-13T06:57:43-05:00,5,405.66,$405.66,0,0%,card,completed,web,desktop,0
178,48,21,4,2024-02-26 21:40:43,2024-02-26T21:40:43,2024-02-26T21:40:43-05:00,2,30.59,$30.59,0,0%,cash,completed,android,mobile,0
179,137,36,19,2024-06-14 13:29:03,2024-06-14T13:29:03,2024-06-14T13:29:03-05:00,1,124.47,$124.47,10,10%,cash,completed,web,desktop,0
180,166,17,10,2024-07-24 23:41:38,24/07/2024 23:41,2024-07-24T23:41:38-05:00,2,285.57,$285.57,0,0%,transfer,completed,android,mobile,0
181,271,4,9,2024-09-28 01:59:46,2024-09-28 01:59:46,2024-09-28T01:59:46-05:00,3,259.51,$259.51,5,5%,cash,completed,web,desktop,0
182,212,40,7,2024-07-08 17:47:29,2024/07/08 17:47,2024-07-08T17:47:29-05:00,1,30.33,$30.33,0,0%,wallet,completed,web,desktop,0
183,69,43,16,2024-08-09 08:33:00,09/08/2024 08:33,2024-08-09T08:33:00-05:00,2,62.32,$62.32,5,5%,cash,completed,ios,mobile,0
184,94,48,10,2024-12-06 08:21:08,2024-12-06T08:21:08,2024-12-06T08:21:08-05:00,2,64.19,$64.19,15,15%,wallet,completed,web,desktop,0
185,91,8,19,2025-06-30 10:56:05,2025/06/30 10:56,2025-06-30T10:56:05-05:00,2,5.99,$5.99,0,0%,transfer,completed,android,mobile,0
186,182,37,9,2025-04-20 02:29:59,2025-04-20T02:29:59,2025-04-20T02:29:59-05:00,2,338.79,$338.79,5,5%,cash,completed,ios,mobile,0
187,168,36,18,2024-01-07 01:49:59,2024-01-07T01:49:59,2024-01-07T01:49:59-05:00,4,489.85,$489.85,15,15%,card,completed,android,mobile,0
188,186,57,13,2024-08-20 12:49:27,2024-08-20 12:49:27,2024-08-20T12:49:27-05:00,4,612.09,$612.09,5,5%,card,completed,web,desktop,0
189,129,55,3,2024-04-14 07:22:04,2024/04/14 07:22,2024-04-14T07:22:04-05:00,2,1263.17,"$1,263.17",20,20%,card,completed,android,mobile,1
190,21,71,3,2024-03-30 15:44:46,2024-03-30 15:44:46,2024-03-30T15:44:46-05:00,5,424.15,$424.15,5,5%,transfer,completed,android,mobile,0
191,283,56,10,2025-07-30 15:39:00,2025-07-30T15:39:00,2025-07-30T15:39:00-05:00,1,173.64,$173.64,0,0%,transfer,completed,web,desktop,0
192,32,55,5,2024-04-30 17:45:32,2024/04/30 17:45,2024-04-30T17:45:32-05:00,4,2641.33,"$2,641.33",0,0%,card,completed,web,desktop,1
193,137,6,19,2024-08-06 20:19:03,2024-08-06T20:19:03,2024-08-06T20:19:03-05:00,5,542.94,$542.94,0,0%,transfer,completed,android,mobile,0
194,214,73,15,2024-06-12 14:25:16,2024/06/12 14:25,2024-06-12T14:25:16-05:00,5,876.29,$876.29,10,10%,card,completed,web,desktop,1
195,247,66,5,2024-06-07 03:19:44,2024/06/07 03:19,2024-06-07T03:19:44-05:00,4,164.77,$164.77,0,0%,card,completed,web,desktop,0
196,122,10,15,2025-01-27 13:30:27,27-Jan-2025 13:30:27,2025-01-27T13:30:27-05:00,4,802.82,$802.82,0,0%,card,completed,web,desktop,1
197,47,19,15,2024-07-14 01:14:21,2024-07-14 01:14:21,2024-07-14T01:14:21-05:00,4,2272.78,"$2,272.78",25,25%,card,completed,android,mobile,1
198,195,74,8,2024-03-12 16:34:05,12-Mar-2024 16:34:05,2024-03-12T16:34:05-05:00,2,198.66,$198.66,5,5%,card,pending,ios,mobile,0
199,239,48,17,2024-08-02 21:41:35,2024-08-02 21:41:35,2024-08-02T21:41:35-05:00,5,139.67,$139.67,0,0%,card,completed,web,desktop,0
200,282,49,3,2024-01-03 18:05:47,2024/01/03 18:05,2024-01-03T18:05:47-05:00,2,270.4,$270.40,5,5%,card,completed,web,desktop,0
201,253,3,15,2024-04-11 14:39:18,2024/04/11 14:39,2024-04-11T14:39:18-05:00,5,224.11,$224.11,10,10%,card,completed,ios,mobile,0
202,120,56,1,2024-05-05 12:06:22,05-May-2024 12:06:22,2024-05-05T12:06:22-05:00,5,951.25,$951.25,15,15%,card,completed,android,mobile,1
203,206,29,19,2025-03-04 12:04:06,04-Mar-2025 12:04:06,2025-03-04T12:04:06-05:00,3,73.06,$73.06,20,20%,card,completed,web,desktop,0
204,232,18,19,2025-03-11 16:03:42,2025-03-11 16:03:42,2025-03-11T16:03:42-05:00,2,789.12,$789.12,20,20%,card,completed,android,mobile,1
205,220,57,17,2024-03-27 21:28:49,2024-03-27 21:28:49,2024-03-27T21:28:49-05:00,5,744.11,$744.11,5,5%,wallet,completed,android,mobile,1
206,234,67,19,2025-06-20 17:32:21,20/06/2025 17:32,2025-06-20T17:32:21-05:00,3,156.17,$156.17,0,0%,card,completed,web,desktop,0
207,122,30,11,2025-02-27 18:32:24,2025-02-27 18:32:24,2025-02-27T18:32:24-05:00,2,452.18,$452.18,5,5%,card,pending,android,mobile,0
208,207,48,4,2024-10-13 18:41:05,2024-10-13T18:41:05,2024-10-13T18:41:05-05:00,1,30.76,$30.76,15,15%,transfer,pending,ios,mobile,0
209,209,64,12,2025-03-05 03:48:51,05/03/2025 03:48,2025-03-05T03:48:51-05:00,5,1189.35,"$1,189.35",10,10%,card,completed,web,desktop,1
210,215,3,4,2024-11-29 19:48:18,29/11/2024 19:48,2024-11-29T19:48:18-05:00,2,88.78,$88.78,10,10%,card,completed,ios,mobile,0
211,54,16,8,2024-02-02 11:44:47,2024/02/02 11:44,2024-02-02T11:44:47-05:00,3,271.0,$271.00,5,5%,transfer,pending,ios,mobile,0
212,207,2,18,2024-10-10 05:35:48,2024-10-10 05:35:48,2024-10-10T05:35:48-05:00,4,11.59,$11.59,5,5%,wallet,completed,ios,mobile,0
213,239,67,6,2024-10-04 22:02:51,04/10/2024 22:02,2024-10-04T22:02:51-05:00,3,165.37,$165.37,0,0%,card,completed,ios,mobile,0
214,269,27,4,2025-06-13 18:38:40,13/06/2025 18:38,2025-06-13T18:38:40-05:00,2,76.54,$76.54,15,15%,transfer,completed,web,desktop,0
215,204,33,8,2025-06-02 00:32:23,2025-06-02 00:32:23,2025-06-02T00:32:23-05:00,1,678.52,$678.52,0,0%,card,pending,android,mobile,1
216,120,46,18,2024-10-01 17:02:51,2024-10-01T17:02:51,2024-10-01T17:02:51-05:00,1,116.12,$116.12,20,20%,card,pending,android,mobile,0
217,230,18,2,2024-11-11 15:25:24,2024-11-11T15:25:24,2024-11-11T15:25:24-05:00,3,1376.96,"$1,376.96",10,10%,wallet,pending,android,mobile,1
218,287,61,10,2024-04-30 01:04:58,30/04/2024 01:04,2024-04-30T01:04:58-05:00,3,111.2,$111.20,0,0%,card,completed,web,desktop,0
219,187,21,19,2024-05-06 05:15:08,06/05/2024 05:15,2024-05-06T05:15:08-05:00,3,42.49,$42.49,0,0%,card,completed,web,desktop,0
220,114,49,4,2024-11-16 05:43:29,2024-11-16 05:43:29,2024-11-16T05:43:29-05:00,3,364.91,$364.91,20,20%,card,completed,web,desktop,0
221,68,61,19,2024-05-19 07:31:30,2024/05/19 07:31,2024-05-19T07:31:30-05:00,3,104.69,$104.69,0,0%,cash,completed,android,mobile,0
222,139,55,5,2024-11-15 18:53:22,15/11/2024 18:53,2024-11-15T18:53:22-05:00,3,1918.1,"$1,918.10",5,5%,card,pending,web,desktop,1
223,166,25,14,2024-07-26 05:37:08,26/07/2024 05:37,2024-07-26T05:37:08-05:00,3,451.03,$451.03,15,15%,card,pending,web,desktop,0
224,75,21,12,2025-06-28 16:46:22,2025-06-28 16:46:22,2025-06-28T16:46:22-05:00,5,71.46,$71.46,10,10%,wallet,completed,ios,mobile,0
225,64,71,4,2024-10-24 03:05:40,2024-10-24 03:05:40,2024-10-24T03:05:40-05:00,1,74.52,$74.52,10,10%,card,completed,android,mobile,0
226,142,50,20,2024-12-31 14:17:52,31/12/2024 14:17,2024-12-31T14:17:52-05:00,2,422.1,$422.10,10,10%,cash,pending,android,mobile,0
227,222,38,3,2024-06-04 00:18:25,04-Jun-2024 00:18:25,2024-06-04T00:18:25-05:00,4,2815.95,"$2,815.95",5,5%,card,completed,web,desktop,1
228,292,54,11,2024-09-28 14:06:19,2024/09/28 14:06,2024-09-28T14:06:19-05:00,4,853.03,$853.03,0,0%,card,completed,web,desktop,1
229,128,55,16,2024-06-25 18:41:14,25/06/2024 18:41,2024-06-25T18:41:14-05:00,3,1818.5,"$1,818.50",20,20%,transfer,completed,ios,mobile,1
230,88,73,3,2024-01-19 09:08:13,19/01/2024 09:08,2024-01-19T09:08:13-05:00,3,484.98,$484.98,20,20%,cash,refunded,web,desktop,0
231,95,20,7,2024-11-05 11:56:39,2024/11/05 11:56,2024-11-05T11:56:39-05:00,5,261.83,$261.83,15,15%,transfer,pending,web,desktop,0
232,11,50,7,2024-08-04 09:32:14,2024-08-04 09:32:14,2024-08-04T09:32:14-05:00,4,746.49,$746.49,5,5%,card,pending,web,desktop,1
233,271,3,5,2024-08-04 19:16:01,2024/08/04 19:16,2024-08-04T19:16:01-05:00,1,47.79,$47.79,5,5%,card,completed,web,desktop,0
234,93,56,10,2025-05-13 06:05:10,2025-05-13T06:05:10,2025-05-13T06:05:10-05:00,4,694.35,$694.35,10,10%,card,completed,android,mobile,1
235,223,64,6,2024-11-06 10:32:42,2024-11-06T10:32:42,2024-11-06T10:32:42-05:00,2,518.84,$518.84,10,10%,cash,completed,web,desktop,0
236,266,40,14,2024-09-14 05:04:51,2024-09-14 05:04:51,2024-09-14T05:04:51-05:00,3,77.03,$77.03,0,0%,transfer,completed,android,mobile,0
237,106,53,2,2024-03-30 14:07:33,2024/03/30 14:07,2024-03-30T14:07:33-05:00,1,103.78,$103.78,0,0%,card,refunded,ios,mobile,0
238,106,15,15,2024-05-18 16:44:43,2024-05-18T16:44:43,2024-05-18T16:44:43-05:00,5,1201.97,"$1,201.97",20,20%,card,completed,web,desktop,1
239,208,73,12,2024-07-25 04:39:06,2024-07-25 04:39:06,2024-07-25T04:39:06-05:00,4,740.42,$740.42,10,10%,card,completed,web,desktop,1
240,295,68,8,2024-03-25 04:46:11,2024-03-25T04:46:11,2024-03-25T04:46:11-05:00,5,611.48,$611.48,15,15%,card,completed,ios,mobile,0
241,270,54,4,2024-12-03 12:51:20,2024/12/03 12:51,2024-12-03T12:51:20-05:00,4,887.77,$887.77,0,0%,cash,completed,ios,mobile,1
242,220,53,3,2025-07-19 21:03:51,2025/07/19 21:03,2025-07-19T21:03:51-05:00,4,441.66,$441.66,5,5%,wallet,completed,ios,mobile,0
243,247,72,6,2024-12-04 22:58:17,2024-12-04T22:58:17,2024-12-04T22:58:17-05:00,3,427.27,$427.27,20,20%,card,completed,ios,mobile,0
244,190,52,9,2025-02-01 05:37:00,2025-02-01 05:37:00,2025-02-01T05:37:00-05:00,5,1314.71,"$1,314.71",0,0%,card,completed,android,mobile,1
245,114,49,20,2024-10-26 04:33:47,2024-10-26T04:33:47,2024-10-26T04:33:47-05:00,4,566.99,$566.99,0,0%,card,completed,web,desktop,0
246,58,72,18,2024-05-27 15:19:30,2024/05/27 15:19,2024-05-27T15:19:30-05:00,3,356.66,$356.66,0,0%,card,completed,android,mobile,0
247,229,28,16,2024-02-04 11:25:29,04-Feb-2024 11:25:29,2024-02-04T11:25:29-05:00,2,289.93,$289.93,5,5%,cash,pending,web,desktop,0
248,238,13,11,2024-01-02 07:31:39,2024-01-02T07:31:39,2024-01-02T07:31:39-05:00,5,1004.37,"$1,004.37",0,0%,cash,completed,ios,mobile,1
249,180,74,12,2025-02-22 05:28:21,22/02/2025 05:28,2025-02-22T05:28:21-05:00,5,483.74,$483.74,0,0%,cash,completed,android,mobile,0
250,1,44,3,2024-10-09 21:34:49,09-Oct-2024 21:34:49,2024-10-09T21:34:49-05:00,3,698.68,$698.68,0,0%,card,completed,web,desktop,1
251,72,27,12,2024-02-24 08:24:22,2024/02/24 08:24,2024-02-24T08:24:22-05:00,1,37.89,$37.89,0,0%,card,completed,ios,mobile,0
252,221,40,6,2025-04-29 00:27:31,2025/04/29 00:27,2025-04-29T00:27:31-05:00,2,54.95,$54.95,10,10%,card,completed,web,desktop,0
253,139,49,19,2025-05-30 06:26:19,2025-05-30 06:26:19,2025-05-30T06:26:19-05:00,2,279.04,$279.04,20,20%,card,completed,ios,mobile,0
254,28,66,6,2025-07-13 01:11:30,2025/07/13 01:11,2025-07-13T01:11:30-05:00,5,221.16,$221.16,10,10%,card,completed,android,mobile,0
255,58,32,17,2025-01-28 21:26:55,2025/01/28 21:26,2025-01-28T21:26:55-05:00,1,560.97,$560.97,5,5%,transfer,completed,web,desktop,0
256,184,28,1,2025-06-01 23:47:05,01-Jun-2025 23:47:05,2025-06-01T23:47:05-05:00,2,266.95,$266.95,15,15%,wallet,completed,web,desktop,0
257,137,16,12,2024-09-10 08:29:24,10-Sep-2024 08:29:24,2024-09-10T08:29:24-05:00,5,476.86,$476.86,5,5%,card,completed,ios,mobile,0
258,282,20,8,2025-06-25 12:54:24,2025/06/25 12:54,2025-06-25T12:54:24-05:00,2,89.47,$89.47,0,0%,card,pending,android,mobile,0
259,163,53,12,2025-03-06 14:59:51,06/03/2025 14:59,2025-03-06T14:59:51-05:00,2,230.85,$230.85,20,20%,card,completed,web,desktop,0
260,176,55,16,2024-05-29 00:09:30,29-May-2024 00:09:30,2024-05-29T00:09:30-05:00,1,635.61,$635.61,10,10%,wallet,completed,android,mobile,0
261,116,62,1,2025-05-31 11:10:58,31-May-2025 11:10:58,2025-05-31T11:10:58-05:00,4,943.03,$943.03,5,5%,card,completed,web,desktop,1
262,277,5,6,2025-06-10 02:07:17,10/06/2025 02:07,2025-06-10T02:07:17-05:00,1,170.39,$170.39,0,0%,card,completed,web,desktop,0
263,227,23,3,2025-04-23 02:01:46,2025-04-23T02:01:46,2025-04-23T02:01:46-05:00,2,291.27,$291.27,20,20%,card,completed,android,mobile,0
264,237,53,5,2024-08-21 18:06:44,21-Aug-2024 18:06:44,2024-08-21T18:06:44-05:00,3,363.76,$363.76,0,0%,card,completed,ios,mobile,0
265,188,51,11,2025-03-01 14:17:23,2025-03-01 14:17:23,2025-03-01T14:17:23-05:00,4,99.49,$99.49,20,20%,transfer,completed,ios,mobile,0
266,220,73,7,2024-08-24 00:38:22,2024/08/24 00:38,2024-08-24T00:38:22-05:00,2,351.95,$351.95,0,0%,card,completed,ios,mobile,0
267,278,40,5,2024-06-12 06:05:21,12-Jun-2024 06:05:21,2024-06-12T06:05:21-05:00,1,27.1,$27.10,5,5%,card,pending,android,mobile,0
268,166,8,15,2025-03-26 11:41:59,2025-03-26T11:41:59,2025-03-26T11:41:59-05:00,1,2.94,$2.94,0,0%,card,completed,web,desktop,0
269,262,35,14,2025-05-23 12:35:50,2025/05/23 12:35,2025-05-23T12:35:50-05:00,5,1072.71,"$1,072.71",15,15%,transfer,completed,web,desktop,1
270,60,6,5,2024-12-27 04:00:29,27-Dec-2024 04:00:29,2024-12-27T04:00:29-05:00,2,225.02,$225.02,5,5%,card,completed,web,desktop,0
271,198,59,18,2024-12-09 10:27:21,09/12/2024 10:27,2024-12-09T10:27:21-05:00,2,167.75,$167.75,20,20%,transfer,completed,web,desktop,0
272,19,63,11,2025-02-01 00:58:26,01-Feb-2025 00:58:26,2025-02-01T00:58:26-05:00,4,969.87,$969.87,10,10%,card,completed,android,mobile,1
273,44,24,17,2025-07-25 15:18:56,25/07/2025 15:18,2025-07-25T15:18:56-05:00,3,204.64,$204.64,5,5%,transfer,completed,ios,mobile,0
274,239,68,8,2025-05-26 17:52:05,2025-05-26 17:52:05,2025-05-26T17:52:05-05:00,3,308.3,$308.30,20,20%,card,completed,ios,mobile,0
275,194,31,3,2024-08-08 10:09:43,2024-08-08T10:09:43,2024-08-08T10:09:43-05:00,3,593.05,$593.05,0,0%,transfer,completed,web,desktop,0
276,103,57,16,2025-05-30 15:07:56,2025-05-30T15:07:56,2025-05-30T15:07:56-05:00,3,414.08,$414.08,0,0%,card,completed,web,desktop,0
277,98,43,13,2024-09-17 08:21:43,2024-09-17 08:21:43,2024-09-17T08:21:43-05:00,5,153.95,$153.95,20,20%,card,completed,android,mobile,0
278,6,32,10,2024-07-01 10:16:04,2024/07/01 10:16,2024-07-01T10:16:04-05:00,2,1099.4,"$1,099.40",5,5%,card,pending,web,desktop,1
279,106,11,11,2024-06-23 11:36:19,23/06/2024 11:36,2024-06-23T11:36:19-05:00,1,200.98,$200.98,0,0%,card,completed,android,mobile,0
280,291,22,1,2024-04-24 10:52:37,2024-04-24 10:52:37,2024-04-24T10:52:37-05:00,4,341.21,$341.21,10,10%,card,completed,android,mobile,0
281,76,14,1,2024-02-05 21:29:10,05/02/2024 21:29,2024-02-05T21:29:10-05:00,2,305.3,$305.30,20,20%,card,completed,web,desktop,0
282,47,30,2,2025-01-04 01:11:00,2025-01-04T01:11:00,2025-01-04T01:11:00-05:00,5,1109.38,"$1,109.38",5,5%,transfer,completed,ios,mobile,1
283,94,41,14,2024-02-26 13:36:59,26-Feb-2024 13:36:59,2024-02-26T13:36:59-05:00,3,715.68,$715.68,0,0%,card,completed,android,mobile,1
284,173,7,17,2024-11-17 21:44:25,2024-11-17T21:44:25,2024-11-17T21:44:25-05:00,2,56.11,$56.11,5,5%,card,completed,ios,mobile,0
285,18,59,16,2024-05-31 00:32:07,31-May-2024 00:32:07,2024-05-31T00:32:07-05:00,1,91.78,$91.78,0,0%,card,completed,web,desktop,0
286,246,2,15,2025-01-18 23:51:30,18-Jan-2025 23:51:30,2025-01-18T23:51:30-05:00,4,11.55,$11.55,15,15%,transfer,completed,web,desktop,0
287,8,69,16,2024-07-08 12:11:58,08/07/2024 12:11,2024-07-08T12:11:58-05:00,4,64.75,$64.75,0,0%,transfer,completed,web,desktop,0
288,71,52,5,2025-05-24 13:48:27,2025-05-24 13:48:27,2025-05-24T13:48:27-05:00,5,1182.69,"$1,182.69",0,0%,card,completed,ios,mobile,1
289,64,37,20,2024-03-23 18:55:52,23-Mar-2024 18:55:52,2024-03-23T18:55:52-05:00,5,744.76,$744.76,0,0%,card,completed,ios,mobile,1
290,30,45,19,2024-06-18 23:29:40,18/06/2024 23:29,2024-06-18T23:29:40-05:00,2,62.5,$62.50,10,10%,card,pending,android,mobile,0
291,231,19,6,2025-06-24 12:44:08,2025-06-24T12:44:08,2025-06-24T12:44:08-05:00,4,2317.81,"$2,317.81",15,15%,cash,pending,web,desktop,1
292,126,75,5,2024-12-26 19:50:15,2024-12-26 19:50:15,2024-12-26T19:50:15-05:00,2,731.14,$731.14,25,25%,card,completed,ios,mobile,1
293,68,19,10,2025-03-08 22:47:49,08/03/2025 22:47,2025-03-08T22:47:49-05:00,3,1706.57,"$1,706.57",20,20%,card,completed,ios,mobile,1
294,138,2,2,2024-04-04 06:17:17,04-Apr-2024 06:17:17,2024-04-04T06:17:17-05:00,4,12.11,$12.11,5,5%,cash,completed,web,desktop,0
295,88,1,11,2024-04-13 13:37:15,13-Apr-2024 13:37:15,2024-04-13T13:37:15-05:00,5,3982.66,"$3,982.66",0,0%,transfer,completed,android,mobile,1
296,47,53,10,2025-06-02 12:33:03,2025-06-02T12:33:03,2025-06-02T12:33:03-05:00,2,225.77,$225.77,5,5%,card,completed,web,desktop,0
297,195,12,3,2025-03-10 03:07:21,2025-03-10T03:07:21,2025-03-10T03:07:21-05:00,2,34.84,$34.84,20,20%,transfer,completed,web,desktop,0
298,84,38,10,2024-09-03 10:51:45,03-Sep-2024 10:51:45,2024-09-03T10:51:45-05:00,4,3072.54,"$3,072.54",0,0%,cash,completed,web,desktop,1
299,246,22,20,2025-04-20 20:40:01,2025-04-20T20:40:01,2025-04-20T20:40:01-05:00,2,158.82,$158.82,10,10%,card,completed,android,mobile,0
300,73,73,10,2024-11-27 11:01:27,2024-11-27T11:01:27,2024-11-27T11:01:27-05:00,1,169.82,$169.82,0,0%,cash,completed,ios,mobile,0
301,159,57,14,2024-12-12 08:25:55,12/12/2024 08:25,2024-12-12T08:25:55-05:00,2,273.59,$273.59,20,20%,cash,completed,ios,mobile,0
302,110,18,14,2025-07-31 14:44:31,31-Jul-2025 14:44:31,2025-07-31T14:44:31-05:00,2,936.04,$936.04,5,5%,card,completed,web,desktop,1
303,206,61,4,2024-12-15 13:54:30,2024/12/15 13:54,2024-12-15T13:54:30-05:00,1,32.41,$32.41,15,15%,cash,completed,web,desktop,0
304,123,16,5,2024-07-11 00:52:57,2024/07/11 00:52,2024-07-11T00:52:57-05:00,4,372.17,$372.17,0,0%,card,completed,ios,mobile,0
305,87,14,7,2025-02-08 21:43:58,08-Feb-2025 21:43:58,2025-02-08T21:43:58-05:00,4,716.83,$716.83,5,5%,card,completed,android,mobile,1
306,104,43,1,2025-05-01 19:26:15,01/05/2025 19:26,2025-05-01T19:26:15-05:00,5,177.99,$177.99,0,0%,card,completed,ios,mobile,0
307,251,35,5,2024-08-01 06:52:02,01-Aug-2024 06:52:02,2024-08-01T06:52:02-05:00,1,213.55,$213.55,15,15%,card,completed,android,mobile,0
308,219,72,1,2024-03-01 04:23:39,2024/03/01 04:23,2024-03-01T04:23:39-05:00,4,485.8,$485.80,0,0%,transfer,refunded,web,desktop,0
309,54,16,3,2024-07-01 03:16:37,2024/07/01 03:16,2024-07-01T03:16:37-05:00,4,391.98,$391.98,15,15%,card,completed,web,desktop,0
310,8,29,16,2024-09-17 20:39:06,2024/09/17 20:39,2024-09-17T20:39:06-05:00,3,66.37,$66.37,10,10%,cash,completed,ios,mobile,0
311,276,73,7,2025-02-23 13:10:02,2025-02-23 13:10:02,2025-02-23T13:10:02-05:00,4,703.15,$703.15,25,25%,card,completed,ios,mobile,1
312,86,52,15,2024-04-17 11:28:46,17/04/2024 11:28,2024-04-17T11:28:46-05:00,5,1295.74,"$1,295.74",0,0%,card,completed,ios,mobile,1
313,115,26,11,2024-06-28 15:01:35,28-Jun-2024 15:01:35,2024-06-28T15:01:35-05:00,5,1469.96,"$1,469.96",0,0%,card,completed,ios,mobile,1
314,267,26,10,2025-06-23 00:09:43,23/06/2025 00:09,2025-06-23T00:09:43-05:00,3,950.41,$950.41,5,5%,card,completed,ios,mobile,1
315,220,65,3,2025-07-02 16:36:26,02/07/2025 16:36,2025-07-02T16:36:26-05:00,3,326.43,$326.43,20,20%,card,pending,android,mobile,0
316,154,12,11,2024-02-19 21:18:45,19-Feb-2024 21:18:45,2024-02-19T21:18:45-05:00,3,52.47,$52.47,0,0%,card,completed,android,mobile,0
317,118,54,20,2024-11-12 14:12:10,2024/11/12 14:12,2024-11-12T14:12:10-05:00,4,860.24,$860.24,15,15%,card,completed,android,mobile,1
318,215,45,18,2025-02-25 11:00:17,25-Feb-2025 11:00:17,2025-02-25T11:00:17-05:00,4,135.28,$135.28,0,0%,transfer,completed,web,desktop,0
319,270,35,17,2024-11-18 22:35:36,2024-11-18 22:35:36,2024-11-18T22:35:36-05:00,3,627.81,$627.81,0,0%,card,completed,android,mobile,0
320,106,47,20,2024-06-09 15:40:20,09-Jun-2024 15:40:20,2024-06-09T15:40:20-05:00,2,60.05,$60.05,15,15%,wallet,completed,android,mobile,0
321,169,74,10,2024-10-29 12:22:26,2024-10-29T12:22:26,2024-10-29T12:22:26-05:00,1,108.47,$108.47,5,5%,card,completed,web,desktop,0
322,188,34,4,2025-06-24 05:29:17,2025-06-24 05:29:17,2025-06-24T05:29:17-05:00,1,194.03,$194.03,10,10%,card,completed,web,desktop,0
323,189,35,8,2025-03-23 03:38:45,23-Mar-2025 03:38:45,2025-03-23T03:38:45-05:00,5,1004.62,"$1,004.62",0,0%,card,completed,ios,mobile,1
324,146,28,16,2025-01-05 11:32:48,2025-01-05 11:32:48,2025-01-05T11:32:48-05:00,3,384.55,$384.55,5,5%,cash,completed,android,mobile,0
325,39,4,11,2024-09-30 05:15:33,2024/09/30 05:15,2024-09-30T05:15:33-05:00,2,196.83,$196.83,15,15%,transfer,completed,android,mobile,0
326,257,58,13,2024-10-29 21:52:40,29-Oct-2024 21:52:40,2024-10-29T21:52:40-05:00,4,804.36,$804.36,5,5%,card,completed,android,mobile,1
327,249,42,1,2025-02-22 01:09:30,2025-02-22T01:09:30,2025-02-22T01:09:30-05:00,2,452.53,$452.53,25,25%,card,refunded,web,desktop,0
328,247,29,1,2025-04-13 13:26:35,13/04/2025 13:26,2025-04-13T13:26:35-05:00,3,63.2,$63.20,5,5%,cash,completed,web,desktop,0
329,259,7,11,2025-01-14 05:15:25,14/01/2025 05:15,2025-01-14T05:15:25-05:00,2,50.49,$50.49,0,0%,card,completed,android,mobile,0
330,68,68,17,2024-07-30 23:52:58,30-Jul-2024 23:52:58,2024-07-30T23:52:58-05:00,2,240.5,$240.50,5,5%,transfer,completed,android,mobile,0
331,185,55,16,2025-01-12 05:01:22,2025-01-12 05:01:22,2025-01-12T05:01:22-05:00,4,2529.6,"$2,529.60",0,0%,card,completed,android,mobile,1
332,215,69,10,2024-10-29 00:49:25,2024/10/29 00:49,2024-10-29T00:49:25-05:00,5,82.13,$82.13,0,0%,cash,completed,web,desktop,0
333,266,29,15,2025-06-03 12:42:28,03-Jun-2025 12:42:28,2025-06-03T12:42:28-05:00,3,62.1,$62.10,0,0%,card,completed,web,desktop,0
334,122,47,4,2025-07-16 11:43:09,16/07/2025 11:43,2025-07-16T11:43:09-05:00,3,90.08,$90.08,0,0%,cash,completed,android,mobile,0
335,15,71,6,2024-12-29 00:47:01,29/12/2024 00:47,2024-12-29T00:47:01-05:00,2,149.24,$149.24,5,5%,cash,completed,android,mobile,0
336,110,72,17,2025-04-28 07:42:37,2025-04-28T07:42:37,2025-04-28T07:42:37-05:00,1,142.37,$142.37,25,25%,transfer,completed,ios,mobile,0
337,279,43,6,2024-01-21 22:41:27,21-Jan-2024 22:41:27,2024-01-21T22:41:27-05:00,5,186.08,$186.08,0,0%,card,completed,web,desktop,0
338,92,51,15,2025-04-04 17:40:51,2025-04-04T17:40:51,2025-04-04T17:40:51-05:00,1,25.88,$25.88,0,0%,card,completed,web,desktop,0
339,6,24,16,2025-05-29 23:12:40,2025-05-29 23:12:40,2025-05-29T23:12:40-05:00,5,295.77,$295.77,0,0%,card,completed,ios,mobile,0
340,175,63,12,2024-03-06 04:53:38,06-Mar-2024 04:53:38,2024-03-06T04:53:38-05:00,5,1115.98,"$1,115.98",0,0%,transfer,refunded,web,desktop,1
341,238,14,13,2024-04-15 09:37:18,15-Apr-2024 09:37:18,2024-04-15T09:37:18-05:00,4,659.42,$659.42,10,10%,cash,completed,web,desktop,0
342,275,55,1,2024-05-21 03:40:28,2024-05-21 03:40:28,2024-05-21T03:40:28-05:00,3,1938.41,"$1,938.41",0,0%,card,refunded,android,mobile,1
